"seq","sample","rel_ab","Kingdom","Phylum","Class","Order","Family","Genus","Species","Day","Description","Media"
"89dfaf0aa4a8af8e27a826ba8dd97044","Q",0.0140437603572733,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Sporanaerobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"61786e38b934cbe33d5850a578a7ee22","Q",0.0140437603572733,"Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"eaa1d57a577a4aa93aceab1782827ea8","Q",0.0140437603572733,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ercella",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8ebc39e79a930b5db089420489c40543","Q",0.0112350082858186,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta","midas_s_92051",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3cce19ea306b1aafd7cd22fdc1bcefd6","Q",0.0112350082858186,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales",NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"82864a780f7d57947ef3451dd7539740","Q",0.0112350082858186,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family_XI","Soehngenia","midas_s_93169",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"47bb78bbb9b7eab1a487de7f1521ddd6","Q",0.0112350082858186,"Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"80b0dd7e363e6128b4335d08d57b5618","Q",0.0112350082858186,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ca_Soleaferrea","midas_s_101494",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6786956e5d741de3549e1c89e3a608b0","Q",0.0112350082858186,"Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","midas_g_85764",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"23a68909643e167f508a7baac78d7026","Q",0.00842625621436396,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e0d953cdee5c868270edabd2f2937909","Q",0.00561750414290931,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","midas_g_6489","midas_s_14202",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"451acf82a2350fce17f55d27708aa232","Q",0.00561750414290931,"Bacteria","Firmicutes","Limnochordia","midas_o_1979","midas_f_1979","midas_g_91392","midas_s_92560",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0e8d139d4d46c3baca2e943754725d96","Q",0.00280875207145465,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"99e5f06a61d06cdb191e00e52948bac7","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cab3a156d09c8a95a87cc88ccf7c4de5","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8adc12dac7b8b4b0e4408ebdf6aab780","Q",0,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","midas_f_4774","midas_g_4774","midas_s_4774",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b4ba6792b3fa30ceb7375dc41eb1d65c","Q",0,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","midas_f_67","midas_g_6975","midas_s_6975",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"50420826a4434507209193c117f54130","Q",0,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","midas_f_67","midas_g_8983","midas_s_12369",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c2b43f5fc401b8ae942e9f83213eef32","Q",0,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","midas_f_3582","midas_g_3582","midas_s_3582",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5efed3b185cd579740418a733b461740","Q",0,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","midas_f_67","midas_g_2020","midas_s_10353",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8dcc2c0ebe2c9f41761691937e854ac8","Q",0,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","midas_g_92967","midas_s_118805",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9f113facb493f17c8499fb47ff434602","Q",0,"Archaea","Crenarchaeota","Bathyarchaeia","midas_o_90791","midas_f_90791","midas_g_90791",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4d4be4592350230ffffb8321fc1688fa","Q",0,"Archaea","Crenarchaeota","Bathyarchaeia","midas_o_90791","midas_f_90791","midas_g_97217","midas_s_109195",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"144e3876b7943b5474d329bec54856a4","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus","Methanoculleus_receptaculi",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7762e0345755e644245415ce796d6cfa","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","midas_f_880","midas_g_91627","midas_s_91627",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"88d9d7a5f4454e47ced69c6c7391068b","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","midas_g_93310","midas_s_93310",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a8f1172cd5341236c5e2a3ced113b0b2","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanospirillum","Methanospirillum_hungatei",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"dbec03fc66ff2c2d4e6b089d27824139","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanospirillum","midas_s_2576",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3e3764ae6674e989f040377aa61069b5","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"bc96db08da9a54e69f83357f2429e767","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"398b644c70b3a3b47d64e696f8b639fc","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea","midas_s_118808",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"326834f69c357dad79f31e792597dd1d","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea","midas_s_1190",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"89056b9f86a0886730db47a8c45825eb","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea","midas_s_1190",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7d92b18666da2334d7051a3a9791dc97","Q",0,"Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanolinea","midas_s_90932",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3547314cbc17e38fbaed69287ddb4f31","Q",0,"Archaea","Halobacterota","midas_c_92917","midas_o_92917","midas_f_92917","midas_g_92917","midas_s_92917",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5dfb2d1578133ad81a110967e7c71462","Q",0,"Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosaetaceae","Methanothrix","midas_s_90212",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4c301bbaaa0d8e3dc3356271c20fc5b5","Q",0,"Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosaetaceae","Methanothrix","midas_s_90868",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a777d4d917d8136a45eebcd830b6e5f4","Q",0,"Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosarcinaceae","Methanomethylovorans",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b5a4aad370e78b9f833c9424031c44ec","Q",0,"Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosarcinaceae","Methanolobus","Methanolobus_chelungpuianus",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"532ff193b68d71a9e2229dd125e1eeb1","Q",0,"Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosarcinaceae","Methanosarcina",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"22216e3e181ee694bf4c8daa987ac8ab","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"84062ea22d23db6a01c565ec5523d81e","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"831363ded99c851c80f32aff0c59c9a2","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"60ec6b41425f294ba92e7b2f8cc23289","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"02e328ecac1fdf0f63bb40991465112b","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d3648f626f4aadacf25eb043bdc62c58","Q",0,"Bacteria",NA,NA,NA,NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"fd570e30645c57d049c83863880fd312","Q",0,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","midas_g_90473","midas_s_90473",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"58a5d06b791283b4270f688e0b7408c9","Q",0,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c040c750c7a9e9bdd14a5ee18b3c3b5b","Q",0,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomethylophilaceae","Ca_Methanoplasma","midas_s_93511",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"07751ebfb567d65db3f366d9c4037e68","Q",0,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","midas_s_90465",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f4e4eee188c4e5fb2a3b609a95f7036c","Q",0,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","midas_s_90465",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"fa8e5e27d8fba25e37fc05340a105914","Q",0,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","midas_s_90448",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"de6e665cc2a0ca6ca74b71b0581558e7","Q",0,"Archaea","Thermoplasmatota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8dba5d94c21557246f8c48418b0f3bda","Q",0,"Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","SCGC_AAA011-D5","Ca_Diapherotrites_archaeon_ADurb.Bin253","midas_s_92576",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0d37046c1c20f102fc585c696c80e53c","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ea2f92611ededb17bbf35e9977420ae5","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9c958ede3f88bbd0ae42120738cebe7d","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","midas_s_9526",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"712e76a5d7842a97a23eda9641c3d251","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","midas_s_9526",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"349da55900cd296d52fd154bfb27343b","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","midas_s_9526",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a6651a449b279b248edf929c8333a191","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","midas_s_9526",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5fc9bb027baf249cda2d48b9d5bcee2c","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_beijingense",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4b802f02d58290e6ec0ab509d13074b6","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_beijingense",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1ec84bb16e1a78a4d73faef5bc502c2c","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_beijingense",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"88399278e67a6f27c1c493c39b174391","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanothermobacteriaceae","Methanothermobacter","midas_s_110511",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c4112b995ef6cd2f05559f6a3057bc7c","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","midas_s_3006",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ab6115f8667efbf773336f71d2ab8f62","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7b6ecabe8f3fae795ee25df066ea90fe","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","midas_s_9526",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"450292bf5b89b2f473bab4a6233d8682","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"acc9e695b90b8bc38191efe7159a2e15","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0e94ac060981402de47bbf85360fea8b","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"fae223fac07c33613d2f851500010fdb","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8bea27e05e23cdeacb4dda62cfb59aaa","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ce94860005cb569777791022ac3014af","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6332a8b08afb6aa3ef5901e06a2c287f","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"337f3ac617d05dd84658bcfe764dad9c","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9c1ee0993d66faee25a82385bd63bc0c","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3ec71ebbc127b83786bd4d26c123ef7d","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2be253ff64c2e3493d684bfe687d414a","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b24e75b90cb37f9b407738a392646776","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_formicicum",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8d941eda8589ac6399b9a5eea473711c","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_formicicum",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0e2e50ea2d7a3366dcca1f3262040bb0","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_formicicum",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5c0ebed72151a6dd9f48df9af58de103","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_formicicum",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"17e2d5f6e5fc504e01e29c78e545e138","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_beijingense",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ffa712fb62fa7468337cc7e0f0c527c3","Q",0,"Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium_beijingense",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
